excel_row,measurer_code,pedestal_id,pedestal,status_code,success,response
204,MD197,MFP1012-MD197,MFP1012,201,True,"{""message"":""Measurer Created, Id:204""}"
205,MD198,MFP68-MD198,MFP68,201,True,"{""message"":""Measurer Created, Id:205""}"
206,MD199,MFP68-MD199,MFP68,201,True,"{""message"":""Measurer Created, Id:206""}"
207,MD200,MFP24-MD200,MFP24,201,True,"{""message"":""Measurer Created, Id:207""}"
208,MD201,MFP24-MD201,MFP24,201,True,"{""message"":""Measurer Created, Id:208""}"
209,MD202,MFP57-MD202,MFP57,201,True,"{""message"":""Measurer Created, Id:209""}"
210,MD203,MFP57-MD203,MFP57,201,True,"{""message"":""Measurer Created, Id:210""}"
211,MD204,MFP911-MD204,MFP911,201,True,"{""message"":""Measurer Created, Id:211""}"
212,MD205,MFP911-MD205,MFP911,201,True,"{""message"":""Measurer Created, Id:212""}"
213,MD206,MFP1315-MD206,MFP1315,201,True,"{""message"":""Measurer Created, Id:213""}"
214,MD207,MFP1315-MD207,MFP1315,201,True,"{""message"":""Measurer Created, Id:214""}"
215,MD208,MFP1719-MD208,MFP1719,201,True,"{""message"":""Measurer Created, Id:215""}"
216,MD209,MFP1719-MD209,MFP1719,201,True,"{""message"":""Measurer Created, Id:216""}"
217,MD210,MFP2123-MD210,MFP2123,201,True,"{""message"":""Measurer Created, Id:217""}"
218,MD211,MFP2123-MD211,MFP2123,201,True,"{""message"":""Measurer Created, Id:218""}"
219,MD212,MFP2527-MD212,MFP2527,201,True,"{""message"":""Measurer Created, Id:219""}"
220,MD213,MFP2527-MD213,MFP2527,201,True,"{""message"":""Measurer Created, Id:220""}"
221,MD214,MFP2931-MD214,MFP2931,201,True,"{""message"":""Measurer Created, Id:221""}"
222,MD215,MFP2931-MD215,MFP2931,201,True,"{""message"":""Measurer Created, Id:222""}"
223,MD216,MFP3335-MD216,MFP3335,201,True,"{""message"":""Measurer Created, Id:223""}"
224,MD217,MFP3335-MD217,MFP3335,201,True,"{""message"":""Measurer Created, Id:224""}"
225,MD218,MFP3739-MD218,MFP3739,201,True,"{""message"":""Measurer Created, Id:225""}"
226,MD219,MFP3739-MD219,MFP3739,201,True,"{""message"":""Measurer Created, Id:226""}"
227,MD220,MFP4143-MD220,MFP4143,201,True,"{""message"":""Measurer Created, Id:227""}"
228,MD221,MFP4143-MD221,MFP4143,201,True,"{""message"":""Measurer Created, Id:228""}"
229,MD222,MFP4546-MD222,MFP4546,201,True,"{""message"":""Measurer Created, Id:229""}"
230,MD223,MFP4546-MD223,MFP4546,201,True,"{""message"":""Measurer Created, Id:230""}"
231,MD224,MCOMP240-MD224,MCOMP240,201,True,"{""message"":""Measurer Created, Id:231""}"
232,MD225,MCOMP240-MD225,MCOMP240,201,True,"{""message"":""Measurer Created, Id:232""}"
233,MD226,MCOMFDA480-MD226,MCOMFDA480,201,True,"{""message"":""Measurer Created, Id:233""}"
234,MD227,MCOMFDB480-MD227,MCOMFDB480,201,True,"{""message"":""Measurer Created, Id:234""}"
235,MD228,MWAP8990118119120121-MD228,MWAP8990118119120121,201,True,"{""message"":""Measurer Created, Id:235""}"
236,MD229,MWAP8990118119120121-MD229,MWAP8990118119120121,201,True,"{""message"":""Measurer Created, Id:236""}"
237,MD230,MWAP8990118119120121-MD230,MWAP8990118119120121,201,True,"{""message"":""Measurer Created, Id:237""}"
238,MD231,MWAP8990118119120121-MD231,MWAP8990118119120121,201,True,"{""message"":""Measurer Created, Id:238""}"
239,MD232,MWAP8990118119120121-MD232,MWAP8990118119120121,201,True,"{""message"":""Measurer Created, Id:239""}"
240,MD233,MWAP8990118119120121-MD233,MWAP8990118119120121,201,True,"{""message"":""Measurer Created, Id:240""}"
241,MD234,MWAP102103-MD234,MWAP102103,201,True,"{""message"":""Measurer Created, Id:241""}"
242,MD235,MWAP102103-MD235,MWAP102103,201,True,"{""message"":""Measurer Created, Id:242""}"
243,MD236,MWAP100101-MD236,MWAP100101,201,True,"{""message"":""Measurer Created, Id:243""}"
244,MD237,MWAP100101-MD237,MWAP100101,201,True,"{""message"":""Measurer Created, Id:244""}"
245,MD238,MWAP96979899-MD238,MWAP96979899,201,True,"{""message"":""Measurer Created, Id:245""}"
246,MD239,MWAP96979899-MD239,MWAP96979899,201,True,"{""message"":""Measurer Created, Id:246""}"
247,MD240,MWAP96979899-MD240,MWAP96979899,201,True,"{""message"":""Measurer Created, Id:247""}"
248,MD241,MWAP96979899-MD241,MWAP96979899,201,True,"{""message"":""Measurer Created, Id:248""}"
249,MD242,MWAP9192-MD242,MWAP9192,201,True,"{""message"":""Measurer Created, Id:249""}"
250,MD243,MWAP9192-MD243,MWAP9192,201,True,"{""message"":""Measurer Created, Id:250""}"
251,MD244,MWAP85868788-MD244,MWAP85868788,201,True,"{""message"":""Measurer Created, Id:251""}"
252,MD245,MWAP85868788-MD245,MWAP85868788,201,True,"{""message"":""Measurer Created, Id:252""}"
253,MD246,MWAP85868788-MD246,MWAP85868788,201,True,"{""message"":""Measurer Created, Id:253""}"
254,MD247,MWAP85868788-MD247,MWAP85868788,201,True,"{""message"":""Measurer Created, Id:254""}"
255,MD248,MWAP81828384-MD248,MWAP81828384,201,True,"{""message"":""Measurer Created, Id:255""}"
256,MD249,MWAP81828384-MD249,MWAP81828384,201,True,"{""message"":""Measurer Created, Id:256""}"
257,MD250,MWAP81828384-MD250,MWAP81828384,201,True,"{""message"":""Measurer Created, Id:257""}"
258,MD251,MWAP81828384-MD251,MWAP81828384,201,True,"{""message"":""Measurer Created, Id:258""}"
259,MD252,MWAP64656667-MD252,MWAP64656667,201,True,"{""message"":""Measurer Created, Id:259""}"
260,MD253,MWAP64656667-MD253,MWAP64656667,201,True,"{""message"":""Measurer Created, Id:260""}"
261,MD254,MWAP64656667-MD254,MWAP64656667,201,True,"{""message"":""Measurer Created, Id:261""}"
262,MD255,MWAP64656667-MD255,MWAP64656667,201,True,"{""message"":""Measurer Created, Id:262""}"
263,MD256,MWAP717273-MD256,MWAP717273,201,True,"{""message"":""Measurer Created, Id:263""}"
264,MD257,MWAP717273-MD257,MWAP717273,201,True,"{""message"":""Measurer Created, Id:264""}"
265,MD258,MWAP717273-MD258,MWAP717273,201,True,"{""message"":""Measurer Created, Id:265""}"
266,MD259,MWAP717273-MD259,MWAP717273,201,True,"{""message"":""Measurer Created, Id:266""}"
267,MD260,MWAP717273-MD260,MWAP717273,201,True,"{""message"":""Measurer Created, Id:267""}"
268,MD261,MWAP747576-MD261,MWAP747576,201,True,"{""message"":""Measurer Created, Id:268""}"
269,MD262,MWAP747576-MD262,MWAP747576,201,True,"{""message"":""Measurer Created, Id:269""}"
270,MD263,MWAP747576-MD263,MWAP747576,201,True,"{""message"":""Measurer Created, Id:270""}"
271,MD264,MWAP77787980-MD264,MWAP77787980,201,True,"{""message"":""Measurer Created, Id:271""}"
272,MD265,MWAP77787980-MD265,MWAP77787980,201,True,"{""message"":""Measurer Created, Id:272""}"
273,MD266,MWAP77787980-MD266,MWAP77787980,201,True,"{""message"":""Measurer Created, Id:273""}"
274,MD267,MWAP77787980-MD267,MWAP77787980,201,True,"{""message"":""Measurer Created, Id:274""}"
275,MD268,MWAP31323334-MD268,MWAP31323334,201,True,"{""message"":""Measurer Created, Id:275""}"
276,MD269,MWAP31323334-MD269,MWAP31323334,201,True,"{""message"":""Measurer Created, Id:276""}"
277,MD270,MWAP31323334-MD270,MWAP31323334,201,True,"{""message"":""Measurer Created, Id:277""}"
278,MD271,MWAP31323334-MD271,MWAP31323334,201,True,"{""message"":""Measurer Created, Id:278""}"
279,MD272,MWAP4950-MD272,MWAP4950,201,True,"{""message"":""Measurer Created, Id:279""}"
280,MD273,MWAP4950-MD273,MWAP4950,201,True,"{""message"":""Measurer Created, Id:280""}"
281,MD274,MWAP5758-MD274,MWAP5758,201,True,"{""message"":""Measurer Created, Id:281""}"
282,MD275,MWAP5758-MD275,MWAP5758,201,True,"{""message"":""Measurer Created, Id:282""}"
